matchID,over,bowlerName,runs,isWicket,batsmanName,commentary,summary,sentiment,impact
1415701,0.6,Ali Khan,1,0,Navneet Dhaliwal,"Tucked up but Dhaliwal is able to jab it to wide mid-on. Shortish ball at the body, he had to jump on the back foot alone and semi-pull it.",Navneet Dhaliwal was caught at mid-on off Ali Khan's bowling. He had to jump on the back foot alone and semi-pull it.,Negative,High
1415701,0.6,Kaleem Sana,4,0,Andries Gous,back of a length ball on off and Gous pumps a front-of-square pull! USA's first four in T20 World Cup history and nerves Kaleem cannot finish with a wicket maiden,Kaleem Sana takes wicket of Andries Gous in first over of T20 World Cup. Sana's wicket is his first of the tournament. USA win their first four,Positive,High
1415701,1.1,Jeremy Gordon,0,0,Monank Patel,back of a length ball just outside off from the tall fast bowler. Tries to pull but pulls out of the shot late,Over 1 by Jeremy Gordon to Monank Patel. back of a length ball just outside off from the tall fast bowler. Tries to pull but pulls out of the shot late.,Neutral,High
1415701,1.1,Saurabh Netravalkar,0,0,Navneet Dhaliwal,"Length on fifth, patted with an open bat-face to backward point",Saurabh Netravalkar and Navneet Dhaliwal score first wicket of the day for India. Saurabh nets out for over 1 to Nav,Neutral,High
1415701,1.2,Jeremy Gordon,1,0,Monank Patel,"back of a length just outside off. Pokes at it, guided to deep third","Over 1 by Jeremy Gordon to Monank Patel. Back of a length just outside off. Pokes at it, guided to deep third.",Neutral,High
1415701,1.2,Saurabh Netravalkar,4,0,Navneet Dhaliwal,A bit of width and Dhaliwal uses it to steer the length ball between cover point and backward point. Loose wrists helping the batter there. Pace: 128ks,Navneet Dhaliwal hits the length ball between cover point and backward point. Loose wrists helping the batter there. Over 1 by Saurabh Netravalkar to Nav,Neutral,High
1415701,1.3,Jeremy Gordon,0,0,Andries Gous,ball staying low over here. Length ball wide outside off. Bit of swing away. Gous attempts to pull but the ball goes way under his bat. Two bounces to Movva,Over 1 by Jeremy Gordon to Andries Gous. ball staying low over here. Length ball wide outside off. Bit of swing away. Gous attempts to pull but the ball goes,Negative,High
1415701,1.3,Saurabh Netravalkar,1,0,Navneet Dhaliwal,"Quick single to mid-off, no direct hit at the non-striker's end. Was pitched up and Dhaliwal punched it with the full-faced bat and took off right away","Saurabh Netravalkar to Navneet Dhaliwal. Quick single to mid-off, no direct hit at the non-striker's end. Was pitched",Neutral,High
1415701,1.4,Jeremy Gordon,4,0,Andries Gous,"true bounce, slapped past point! Short and wide, this time the ball sits up and the right-hand batter crunches it square through the infield",Andries Gous hits over 1 by Jeremy Gordon to make it 1-0. The ball sits up and crunches square through the infield.,Negative,High
1415701,1.4,Saurabh Netravalkar,1,0,Aaron Johnson,"Length on the pads, clipped to long leg","Over 1 by Saurabh Netravalkar to Aaron Johnson. Length on the pads, clipped to long leg.",Neutral,High
1415701,1.5,Jeremy Gordon,1,0,Andries Gous,full ball just outside off and a bit of swing away. Presses forward with the bat's open face. Guided to deep third,,Neutral,High
1415701,1.5,Saurabh Netravalkar,1,0,Navneet Dhaliwal,Similar shot to the boundary ball but there is deep-backward point now and that's where it goes. Very little follow-through from Dhaliwal but that pinged off the bat. Netravalkar angling it in but got it around fifth-stump,,Neutral,High
1415701,1.6,Jeremy Gordon,0,0,Monank Patel,"chance of a catch! But Gordon cannot get there and the Canada fielders run to him to lift his spirits. Length ball around off and Monank tries to punch through mid-on but the ball stays low, takes the toe-end of the bat, and very nearly carries to the bowler on the followthrough",,Neutral,High
1415701,1.6,Saurabh Netravalkar,4,0,Aaron Johnson,"Thickish edge runs wide of short third. Wobble ball on fifth stump, Johnson was a bit tentative but pushed at the three-quarter-length ball on fifth stump, aimed at cover but got it in the gap.",,Negative,High
1415701,2.1,Ali Khan,1,0,Navneet Dhaliwal,"Length on leg, clipped off the back foot to deep square leg",,Neutral,High
1415701,2.1,Kaleem Sana,0,0,Andries Gous,"short of length ball around off, and he offers a punchy shot towards cover. Can't beat the infield",,Neutral,High
1415701,2.2,Ali Khan,4,0,Aaron Johnson,"Thickish inside edge but Johnson's power gets the ball racing between mid-on and midwicket. The former chases but had no chance. Was a three-quarter length ball on fourth stump, Johnson committed on the front foot and tried to smack it down the ground, bat-faced turned a bit but he got it into the ground",,Positive,High
1415701,2.2,Kaleem Sana,2,0,Andries Gous,Kaleem tries to attack the wide line outside off with a full ball. Gous moves across a little bit but the umpire thinks that's wide length ball on middle and off. Gous plays it between mid off and cover for a quick single,,Negative,High
1415701,2.3,Ali Khan,4,0,Aaron Johnson,"Ouch, Johnson gets hit on the helmet by a bouncer angling in. He was beaten on the pull and the ball deflected in the gap at first slip. Rolls too fine and for four. There will be a concussion test, Johnson looks okay to continue",,Neutral,High
1415701,2.3,Kaleem Sana,4,0,Monank Patel,"the captain gets his first boundary! And this is a classy drive over point, reaching out and slashing it over the infield. Kaleem continuing to prefer being full and wide.",,Negative,High
1415701,2.4,Ali Khan,4,0,Aaron Johnson,"The bouncer doesn't put Johnson off, he takes a really big front-foot stride and reaches out to the wide scramble-seam length ball, lifts it over the infield with an open face. Gets four to the forward-point boundary",,Negative,High
1415701,2.4,Kaleem Sana,1,0,Monank Patel,full ball on off stump. Driven to mid-on for a quick single,,Neutral,High
1415701,2.5,Ali Khan,4,0,Aaron Johnson,"Bad ball. Too straight and the length ball is glanced fine. Johnson, and Canada, are off to a flier",,Negative,High
1415701,2.5,Kaleem Sana,6,0,"Andries Gous, Monank Patel","misfield from the keeper, and they'll get an extra run there. Another ball angling across Gous and he misses. streaky four! Full ball outside off and Monank attempts a cover drive. But the ball takes an inside edge, flying past off stump to fine leg for four",,Neutral,Medium
1415701,2.6,Ali Khan,0,0,Aaron Johnson,"Dot to finish but it's a 17-run over. Length on fifth, defended with an open face to backward point",,Neutral,High
1415701,2.6,Kaleem Sana,1,0,Monank Patel,"full ball around off and Monank absolutely crunches a drive. Played on the up, and falls just short of Dhaliwal at mid-off. Fielder wasn't afraid to put his body on the line there",,Neutral,High
1415701,3.1,Harmeet Singh,0,0,Navneet Dhaliwal,"Fullish and flat. Dhaliwal dances down, gets close to the pitch and punches it to the bowler's left. Harmeet leaps across and parries it to the left",,Neutral,High
1415701,3.1,Jeremy Gordon,0,0,Monank Patel,"peach of a ball! Length ball on middle. Monank gets set to clip a ball towards the leg side but the ball straightens enough, moving away, and instead goes over off stump. Very much Starc v Abhishek from the IPL final, if you remember, except this went over the stumps",,Neutral,High
1415701,3.2,Harmeet Singh,4,0,Navneet Dhaliwal,"Dhaliwal backs away, rocks back and drives off the back foot through cover. He started to go on the front foot but read the length and decided to go back later. Ball came at an easy pace and the outfield is rapid",,Neutral,High
1415701,3.2,Jeremy Gordon,1,0,Monank Patel,back of a length ball around off. Monank charges down and flat-bats a shot towards mid on. Toe-ended again,,Neutral,High
1415701,3.3,Harmeet Singh,0,0,Navneet Dhaliwal,"Darted at leg peg, it's fullish and is defended in front",,Neutral,High
1415701,3.3,Jeremy Gordon,0,0,Andries Gous,"ball is snaking around a lot. Short of length ball just outside off. Gous makes room to attempt a cut but the ball seams away after pitching, forcing the non-shot",,Neutral,High
1415701,3.4,Harmeet Singh,1,0,Navneet Dhaliwal,"Fullish just down leg, Dhaliwal dances down and drives to long-off",,Neutral,High
1415701,3.4,Jeremy Gordon,4,0,Andries Gous,back of a length ball on middle and leg. Totally wrong line and Gous lifts a shot off his waist and deposits it over short fine leg,,Neutral,High
1415701,3.5,Harmeet Singh,1,0,Aaron Johnson,"A bit of low bounce and Johnson tucks the shortish, slow ball from the stumps to midwicket. Gets a quick single, had to hurry but makes it",,Positive,High
1415701,3.5,Jeremy Gordon,0,0,Andries Gous,full ball on middle and hit on the up to mid-on. Bajwa at mid-on dives forward but the ball falls just short,,Neutral,High
1415701,3.6,Harmeet Singh,0,0,Navneet Dhaliwal,"Taylor stops four at backward point. Length ball is wide and Dhaliwal committed to the square slash, it was racing to Taylor's right but he dove across and intercepted",,Negative,High
1415701,3.6,Jeremy Gordon,0,0,Andries Gous,full ball on middle. Bit of movement away with Gous tentatively playing off the front foot. Tapped to point,,Neutral,High
1415701,4.1,Dilon Heyliger,4,0,Monank Patel,"short and wide outside off. Shaping away further. Misses the cut fullish outside off. Monank comfortably lifts it away, over cover, but it doesn't have the legs to go for four. Fielder does well to drag it back, saving one",,Negative,High
1415701,4.1,Jasdeep Singh,0,0,Aaron Johnson,"Shortish ball beats the pull. Scramble-seam ball lands around fifth and decks back in a bit, Johnson stood tall and didn't get the bounce he wanted",,Neutral,High
1415701,4.2,Dilon Heyliger,0,0,Andries Gous,back of a length wide outside off. Tries to slap it over point but misses. Gous looks annoyed at himself,,Negative,High
1415701,4.2,Jasdeep Singh,0,0,Aaron Johnson,"Full around off, 135ks, driven to mid-off",,Neutral,High
1415701,4.3,Dilon Heyliger,0,0,Andries Gous,full ball moving away. Gous attempts a drive but misses,,Neutral,High
1415701,4.3,Jasdeep Singh,1,0,Aaron Johnson,"Back of length around fifth, guided to deep-backward point off the back foot. Ian Bishop says this is a better length for the pitch, any shorter and the pull shot can be played",,Neutral,High
1415701,4.4,Dilon Heyliger,1,0,Andries Gous,full ball around off. Mistimed drive to cover for a quick single,,Neutral,High
1415701,4.4,Jasdeep Singh,2,0,Navneet Dhaliwal,Dhaliwal shows all the stumps and walks into the full ball going down leg to whip it through midwicket. Stopped deep in the outfield. 138ks,,Positive,High
1415701,4.5,Dilon Heyliger,0,0,Monank Patel,good length ball outside off stump. Bit of movement away. Monank loses his shape while trying to slap a shot over the off side but misses,,Neutral,High
1415701,4.5,Jasdeep Singh,0,0,Navneet Dhaliwal,French cut goes past leg stump. Not far. Was a length ball outside off and Dhaliwal wanted to crash it square on the off side,,Neutral,High
1415701,4.6,Dilon Heyliger,0,0,Monank Patel,"full ball on middle stump. Nearly a yorker, in fact. Monank hits a shot onto his boot and the ball rolls away behind",,Neutral,High
1415701,4.6,Jasdeep Singh,0,0,Navneet Dhaliwal,"Jasdeep closes out the over well, almost had a wicket but the ball goes on the bounce to mid-on. Was a hard-length ball just outside the ball that Dhaliwal wanted to drag across with the pull",,Positive,High
1415701,5.1,Harmeet Singh,0,0,Aaron Johnson,"A bit of turn in beats the bat, lbw appeal is turned down.",,Neutral,High
1415701,5.1,Saad Bin Zafar,1,0,Andries Gous,the captain now. Gous gets a single first ball,,Neutral,High
1415701,5.2,Harmeet Singh,0,1,Aaron Johnson,"Slapped off the toe of the bat and it's taken at long-off! Harmeet slowed down the pace after predominantly darting the ball so far, Johnson backed away and tried to belt it off side, but made a bit too much room and lost balance. He was falling over leg side and the bat was going the other way. Easy catch and Harmeet is jubilant. The opener gave his side a good start though",,Neutral,High
1415701,5.2,Saad Bin Zafar,0,0,Monank Patel,pushes this full ball to midwicket,,Positive,High
1415701,5.3,Harmeet Singh,0,0,Pargat Singh,"Full on middle and off, defended to cover",,Neutral,High
1415701,5.3,Saad Bin Zafar,1,0,Monank Patel,makes room and then drives this full ball to cover. Well stopped inside the circle,,Neutral,High
1415701,5.4,Harmeet Singh,1,0,Pargat Singh,"Lot happening, Nitish almost took a stunner running to the left from long-off. He then bulleted a throw to the keeper, who whipped off the bails but Dhaliwal made it. Quite cool how the fielder caught it on the bounce while sliding. Was a full ball that was flighted and driven inside out",,Neutral,High
1415701,5.4,Saad Bin Zafar,0,0,Andries Gous,"length ball outside off. Bit of turn away. Cuts, but intercepted at point by the fielder",,Neutral,High
1415701,5.5,Harmeet Singh,0,0,Navneet Dhaliwal,"Length ball follows the batter as he made room, punched off the back foot to cover",,Neutral,High
1415701,5.5,Saad Bin Zafar,4,0,Andries Gous,"good length ball just outside off. Gous offers quick hands in his attempted cut,  and the placement is great, behind point, beating the infielder! Waited for the ball this time",,Positive,High
1415701,5.6,Harmeet Singh,6,0,Navneet Dhaliwal,"Dhaliwal diffuses the pressure, dances down and flays it wide of long-off. Was taken on the up but the flat bat allowed enough surface area to middle it. Not that bad a ball despite the width (given Dhaliwal's charge)",,Negative,Medium
1415701,5.6,Saad Bin Zafar,1,0,Andries Gous,full ball on off stump. Driven straight down the V to long off and the powerplay ends at 41/1 in six overs,,Neutral,High
1415701,6.1,Dilon Heyliger,1,0,Andries Gous,hit down the ground to long off for one,,Neutral,High
1415701,6.1,Jasdeep Singh,1,0,Pargat Singh,"Big appeal for lbw, not given. Jasdeep chats with the skip, USA decide to review. Good shout but height might be an issue. Was a length ball that angled in, beat the flick and hit over the knee-roll. Hawk-Eye projects that the ball would have gone over the top of the stumps",,Neutral,High
1415701,6.2,Dilon Heyliger,0,0,Monank Patel,length ball on the stumps line and Patel tries to loft it over the leg side but misses,,Neutral,High
1415701,6.2,Jasdeep Singh,0,0,Navneet Dhaliwal,"Three-quarter length on off, driven to mid-off",,Neutral,High
1415701,6.3,Dilon Heyliger,0,1,Monank Patel,edged and taken! Nicks this full ball outside off after charging down the track. Another wild shot from Monank and the slight shape away after pitching induced the edge.,,Neutral,High
1415701,6.3,Jasdeep Singh,4,0,Navneet Dhaliwal,Makes a bit of room and carves it in the gap behind point. Was a length ball around fourth stump and Dhaliwal's hand speed through the ball was impeccable,,Neutral,High
1415701,6.4,Dilon Heyliger,0,0,Aaron Jones,"terrific delivery, and keeper appeals for caught behind but nobody else is interested. Length ball around off and Jones expects the ball to shape in, but the ball instead holds its line. He tentatively pushes at it, and very nearly gets an edge.",,Neutral,High
1415701,6.4,Jasdeep Singh,0,0,Navneet Dhaliwal,Aims for something similar but has to check the shot due to the room being lesser. Defended to cover in the end,,Neutral,High
1415701,6.5,Dilon Heyliger,0,0,Aaron Jones,"full ball on his pads. This one angles in and Jones is hit on his pads trying to attempt a flick. But this is missing leg stump so the LBW appeal is turned down. Still, questions asked.",,Neutral,High
1415701,6.5,Jasdeep Singh,4,0,Navneet Dhaliwal,So much flair in that bosh over extra cover. Dhaliwal stays leg side of the length ball over off and smears it over the in-field. Held his shape really well on the drive there,,Neutral,High
1415701,6.6,Dilon Heyliger,3,0,"Andries Gous, Aaron Jones","full ball on leg. Jones comes down the track to cut the swing but the ball goes past his leg. Keeper does well to dive and ensure it doesn't go to the boundary back of a length outside off. Guided to deep third for a single. Another tidy, testing over",,Neutral,High
1415701,6.6,Jasdeep Singh,1,0,Navneet Dhaliwal,Driven off the front foot through the off side for a single,,Neutral,High
1415701,7.1,Saad Bin Zafar,1,0,Andries Gous,good length ball outside off. Stays in the crease and punches to deep extra cover,,Neutral,High
1415701,7.1,Shadley van Schalkwyk,1,0,Navneet Dhaliwal,"Slower one is fullish and outside off, pushed with the open face to point",,Neutral,High
1415701,7.2,Saad Bin Zafar,0,0,Aaron Jones,good length ball on middle. Tapped to the leg side and Saad runs to his right to intercept. Very quick!,,Neutral,High
1415701,7.2,Shadley van Schalkwyk,1,0,Pargat Singh,"Slow again. Full on off, Pargat leans down towards the ball and taps it to forward point",,Neutral,High
1415701,7.3,Saad Bin Zafar,0,0,Aaron Jones,good length ball outside off. Tries the cut but misses!,,Neutral,High
1415701,7.3,Shadley van Schalkwyk,1,0,Navneet Dhaliwal,"Another quick single. Was a length ball at the pads, Dhaliwal inside edges the flick and the ball rolled towards the vacant short-leg area",,Neutral,High
1415701,7.4,Saad Bin Zafar,1,0,Aaron Jones,finally a single after four dots. Length ball on the stumps worked towards square leg for one,,Neutral,High
1415701,7.4,Shadley van Schalkwyk,2,0,Pargat Singh,"Clipped off the hip, deep-backward square leg runs to the right and cuts it off. Quick outfield but quicker running allows the batters to take two",,Neutral,High
1415701,7.5,Saad Bin Zafar,0,0,Andries Gous,"good length ball just outside off stump. Cut in front of square, to cover",,Neutral,High
1415701,7.5,Shadley van Schalkwyk,0,0,Pargat Singh,Pargat doesn't get the bounce he wanted for the square drive and gets beaten. Falls over too. Length ball on fifth,,Neutral,High
1415701,7.6,Saad Bin Zafar,1,0,Andries Gous,"only three off the over. Length ball outside leg. Gous shapes up for a big back-foot pull over square leg but the ball stays low, hits his pad and rolls away to the leg side",,Neutral,High
1415701,7.6,Shadley van Schalkwyk,1,1,Pargat Singh,"Pargat returns for a risky second, accurate throw from Jasdeep and the keeper does well to whip off the bails. Run-out referral made. This could be out. Yep, he's a goner despite the full-length dive!. Monank got the throw angling at him, he swayed his hands to the right and dislodged the bails with the batter being about a foot short. Was a length ball that was flicked around the corner, off the back foot. Jasdeep ran to the right and flung the ball at pace. A very flat and fast throw",,Neutral,High
1415701,8.1,Harmeet Singh,1,0,Navneet Dhaliwal,Quick single to short third. Was a length ball that was slapped,,Neutral,High
1415701,8.1,Nikhil Dutta,8,0,Andries Gous,"wild ball. Slips out of his hand. Is that dew? full and wide, and this will be a free hit again. this time the free hit is put away! Full ball just outside the tram-lines. Big man Gous moves to the off side, gets close to the ball, and hammers it over long off!",,Negative,Medium
1415701,8.2,Harmeet Singh,0,0,Nicholas Kirton,"Tries to cut the length ball outside off, gets beaten",,Neutral,High
1415701,8.2,Nikhil Dutta,2,0,Andries Gous,"full and wide outside off. Gous looks for another big shot but it takes a big edge, going past the keeper. Short third gives the ball a chase",,Negative,High
1415701,8.3,Harmeet Singh,1,0,Nicholas Kirton,"Length ball darted at the stumps, clipped to long-on",,Neutral,High
1415701,8.3,Nikhil Dutta,1,0,Andries Gous,full ball on middle. Slow through the air. Gous mistimes a launch to the leg side,,Neutral,High
1415701,8.4,Harmeet Singh,1,0,Navneet Dhaliwal,"Dances down, gets to the pitch of the wide-ish ball and drives to deep cover",,Negative,High
1415701,8.4,Nikhil Dutta,7,0,Aaron Jones,"full ball outside off, floaty, and angling further wide outside off. Left alone into the second tier! Full floaty ball outside off but within Jones' reach. Gets low and slog sweeps for six after getting the ball in his arc",,Negative,Medium
1415701,8.5,Harmeet Singh,0,0,Nicholas Kirton,"Full ball is slow and drifts in towards off, defended",,Neutral,High
1415701,8.5,Nikhil Dutta,0,0,Aaron Jones,full ball on off. Jones guides the ball angling across towards backward point,,Neutral,High
1415701,8.6,Harmeet Singh,1,0,Nicholas Kirton,Driven down the ground for a single,,Neutral,High
1415701,8.6,Nikhil Dutta,1,0,Aaron Jones,19 off the over! Just what USA needed. Dutta ends the over by getting a length ball to angle across and the batter flicks to cow corner,,Neutral,High
1415701,9.1,Saad Bin Zafar,2,0,Aaron Jones,full ball outside off and driven to a wide long off. Couple more for Jones,,Negative,High
1415701,9.1,Steven Taylor,6,0,Nicholas Kirton,"High-full toss is somehow munched over cover for six! Kirton was backing away but got one around the waist, 97ks, and he went through with the slashing cut shot despite being cramped for room a bit. Just cleared the cushion",,Neutral,Medium
1415701,9.2,Saad Bin Zafar,4,0,Aaron Jones,"The USA flags are flying again! Full ball on middle, attempting to cramp Jones up, but he plays a reverse sweep over conventional short third for four more",,Neutral,High
1415701,9.2,Steven Taylor,1,0,Nicholas Kirton,Cuts the wide-ish ball to the off side,,Negative,High
1415701,9.3,Saad Bin Zafar,1,0,Aaron Jones,good length ball just outside off. Punched to deep extra cover,,Neutral,High
1415701,9.3,Steven Taylor,6,0,Navneet Dhaliwal,"Canada are taking on the offie. This was a slot ball at the stumps and Dhaliwal lines up the part-timer, strides towards the pitch and drives through the line. Ball sails over long-on",,Neutral,Medium
1415701,9.4,Saad Bin Zafar,1,0,Andries Gous,"full ball on middle and leg. Gous misses a shot through midwicket, ball hits the outside half of his pad, and rolls away to short fine leg",,Positive,High
1415701,9.4,Steven Taylor,1,0,Navneet Dhaliwal,"Better from Taylor. Length on middle, 97ks, clipped off the back foot towards wide long-on",,Negative,High
1415701,9.5,Saad Bin Zafar,6,0,Aaron Jones,"flourish in that shot! Saad bowls a fullish ball on middle but Jones dances down the track, brings the bat down in stylish manner, and then hammers a six over wide long on",,Negative,Medium
1415701,9.5,Steven Taylor,1,0,Nicholas Kirton,"Fullish length ball outside off is slowish, gets good bounce. Tapped with an open face to short fine",,Neutral,High
1415701,9.6,Saad Bin Zafar,0,0,Aaron Jones,Jones makes room by backing away.  Saad follows by bowling full outside leg stump. Jones is disappointed that he cramped himself after hitting a bunt towards the non-striker. USA 81/2 in 10 overs,,Neutral,High
1415701,9.6,Steven Taylor,0,0,Navneet Dhaliwal,"Probably the best ball of the over. Length on fourth, 98ks, worked back to the bowler",,Neutral,High
1415701,10.1,Dilon Heyliger,1,0,Andries Gous,good length ball around off. Angling in. Nudged towards backward point for a quick single,,Neutral,High
1415701,10.1,Saurabh Netravalkar,1,0,Nicholas Kirton,"Length on leg, clipped through midwicket",,Positive,High
1415701,10.2,Dilon Heyliger,1,0,Aaron Jones,full ball on off. Clears the front leg and clubbed towards deep midwicket. But protection there,,Positive,High
1415701,10.2,Saurabh Netravalkar,0,0,Navneet Dhaliwal,"Slow on a length, from around the wicket. Defended in front",,Positive,High
1415701,10.3,Dilon Heyliger,0,0,Andries Gous,"length ball on middle and leg. Punched to cover where there's a fumble, and Gous wants one. But Jones doesn't, and Gous is in danger, but a second fumble from the fielder means the throw is delayed and the batter is safe",,Neutral,High
1415701,10.3,Saurabh Netravalkar,2,0,Navneet Dhaliwal,"Pitched up and a bit of room given, Dhaliwal chips a drive over extra cover and picks up two. Holds his shape well",,Neutral,High
1415701,10.4,Dilon Heyliger,1,0,Andries Gous,mows this full ball to deep midwicket. But timing is not there,,Positive,High
1415701,10.4,Saurabh Netravalkar,1,0,Navneet Dhaliwal,"Fullish on leg, clipped through backward square leg",,Neutral,High
1415701,10.5,Dilon Heyliger,6,0,Aaron Jones,"out of the stadium!  Slot ball, just outside off, and Jones shows off his muscles by clattering Heyliger over wide long on",,Negative,Medium
1415701,10.5,Saurabh Netravalkar,1,0,Nicholas Kirton,"Length on fourth, worked off the back foot to long-on",,Neutral,High
1415701,10.6,Dilon Heyliger,1,0,Aaron Jones,full ball on leg and clipped to deep midwicket. Ten runs off the over,,Positive,High
1415701,10.6,Saurabh Netravalkar,0,0,Navneet Dhaliwal,"Length ball over middle and off, defended to the bowler's left",,Neutral,High
1415701,11.1,Pargat Singh,6,0,Aaron Jones,"it's getting tough keeping up with Jones'! Half-tracker from Pargat. Jones hangs back, goes deep in his crease, and pulls over square leg",,Neutral,Medium
1415701,11.1,Shadley van Schalkwyk,2,0,Nicholas Kirton,"Batters rush for the single. In fact, Ali misfields at short fine leg and that allows two. Was an offcutter on a length at leg stump that was flicked late",,Neutral,High
1415701,11.2,Pargat Singh,1,0,Aaron Jones,length ball around off. Jones muscles a mistimed shot to deep midwicket but there are two outfielders in the deep,,Positive,High
1415701,11.2,Shadley van Schalkwyk,1,0,Nicholas Kirton,"Length around off, driven to long-off",,Neutral,High
1415701,11.3,Pargat Singh,4,0,Andries Gous,"11 runs off the first three balls! Full ball around off. Backs away and thumps the offspinner right down the ground. Long off is present, but his dive is futile",,Neutral,High
1415701,11.3,Shadley van Schalkwyk,6,0,Navneet Dhaliwal,"Lumped down the ground. This was overpitched and at the stumps, Dhaliwal got leg side of the ball and smoked it through the line. Was like a shot Carlos Brathwaite hit during the 2016 final, forced it a bit but got enough muscle to hit it 74 metres far",,Neutral,Medium
1415701,11.4,Pargat Singh,1,0,Andries Gous,slaps a cut to the deep for a single,,Neutral,High
1415701,11.4,Shadley van Schalkwyk,1,0,Navneet Dhaliwal,Carves it off the back foot through the off side. The single brings up Dhaliwal's fifty and Canada's hundred,,Neutral,High
1415701,11.5,Pargat Singh,1,0,Aaron Jones,length ball around off. Jones gets low and tries to club a slog sweep behind square. Mistimed to deep square leg,,Neutral,High
1415701,11.5,Shadley van Schalkwyk,1,0,Nicholas Kirton,"Length on fourth, 122ks, square driven off the back foot to deep cover's left",,Neutral,High
1415701,11.6,Pargat Singh,2,0,Andries Gous,"flatter. Length ball outside off. Cut behind square and the fielder in the deep covers a lot of ground, but his throw is wild, and therefore USA get an extra overthrow run. 15 off the over",,Neutral,High
1415701,11.6,Shadley van Schalkwyk,1,0,Navneet Dhaliwal,"Slower one on a length just outside off, stabbed to short third. Dhaliwal took off right after making contact, which has been a recurring theme tonight",,Neutral,High
1415701,12.1,Harmeet Singh,1,0,Navneet Dhaliwal,"Harmeet keeps it slow and out of Dhaliwal's arc. 81ks, very full and around the off-side tramline. The batter reaches out and oars it over cover",,Neutral,High
1415701,12.1,Saad Bin Zafar,6,0,Aaron Jones,monster six! Makes a bit of room to this full ball and launches Saad over long on!,,Neutral,Medium
1415701,12.2,Harmeet Singh,1,0,Nicholas Kirton,"Length on leg, clipped to deep midwicket",,Positive,High
1415701,12.2,Saad Bin Zafar,6,0,Aaron Jones,"oh this is like a video game! Jones goes way into the leg side, almost out of the pitch. Saad follows him with a full ball way outside leg, but it ends up in his arc. Clobbered high and mighty, and this is out of the ground beyond deep midwicket again.",,Positive,Medium
1415701,12.3,Harmeet Singh,0,0,Navneet Dhaliwal,"Dances into the pitch of the 97ks ball, punches it back to the bowler",,Neutral,High
1415701,12.3,Saad Bin Zafar,1,0,Aaron Jones,"a 22-ball fifty for Aaron Jones after facing four dots to start his innings. Full on leg, and clipped to the gap at square leg. It is also the fastest T20I fifty for USA. What a time to get it.",,Neutral,High
